"sex","year","month","L","M","S","SD","length","stature","Pre_1","Per_3","Per_5","Per_10","Per_15","Per_25","Per_50","Per_75","Per_85","Per_90","Per_95","Per_97","Per_99","chart_type"
"F",0,0,-0.3833,7.6375,0.09096,,89.5,,,11.07415394,11.25218061,11.53863663,,12.05389519,12.68763627,13.39729953,,14.1131669,14.5822978,14.90531723,9.5,"WL"
"F",0,0,-0.3833,7.7448,0.0909,,90.5,,,11.27825609,11.45773296,11.74702786,,12.26903094,12.9141268,13.64078954,,14.37870706,14.86511095,15.20137719,9.7,"WL"
"F",0,0,-0.3833,7.8509,0.09085,,91.5,,,11.48393116,11.66476403,11.95681,,12.48562589,13.1426393,13.88771008,,14.65013514,15.1561012,15.50754879,9.8,"WL"
"F",0,0,-0.3833,7.9559,0.09079,,92.5,,,11.69134669,11.87348344,12.16824818,,12.70401141,13.37354263,14.13845236,,14.92790917,15.45583919,15.82453284,9.9,"WL"
"F",0,0,-0.3833,8.0599,0.09074,,93.5,,,11.9006578,12.08409573,12.38161332,,12.92453941,13.60723197,14.39341959,,15.21246325,15.76484189,16.1529576,10,"WL"
"F",0,0,-0.3833,8.163,0.09068,,94.5,,,12.11201227,12.29680209,12.5971797,,13.14757603,13.84412275,14.65302443,,15.5042068,16.08356951,16.49337198,10.2,"WL"
"F",0,0,-0.3833,8.2651,0.09062,,95.5,,,12.32555163,12.51179974,12.81522219,,13.37349756,14.08464853,14.91769089,,15.80352641,16.41242128,16.84623319,10.3,"WL"
"F",0,0,-0.3833,8.3666,0.09056,,96.5,,,12.54141939,12.72928607,13.03601505,,13.60268237,14.32925018,15.1878468,,16.11078394,16.75173457,17.21190355,10.4,"WL"
"F",0,0,-0.3833,8.4676,0.0905,,97.5,,,12.75976132,12.9494582,13.25983009,,13.83550775,14.57837334,15.4639243,,16.42631821,17.10178143,17.59063809,10.5,"WL"
"F",0,0,-0.3833,8.5679,0.09043,,98.5,,,12.98073439,13.17251854,13.48693728,,14.07234276,14.8324557,15.74634796,,16.7504403,17.46276845,17.9825849,10.7,"WL"
"F",0,0,-0.3833,8.6674,0.09037,,99.5,,,13.20451042,13.39867734,13.71760521,,14.31354493,15.09192012,16.03552754,,17.08342993,17.83483458,18.38778042,10.8,"WL"
"F",0,0,-0.3833,8.7661,0.09031,,100.5,,,13.43128538,13.62815947,13.95210374,,14.55945515,15.35716167,16.33184172,,17.42552542,18.21805007,18.80615497,10.9,"WL"
"F",0,0,-0.3833,8.8638,0.09025,,101.5,,,13.66127661,13.86120318,14.19070443,,14.81039951,15.62854849,16.63563645,,17.77692011,18.61241094,19.23752318,11,"WL"
"F",0,0,-0.3833,8.9601,0.09018,,102.5,,,13.89473275,14.09806774,14.43368432,,15.06668553,15.90640903,16.94720609,,18.13774777,19.01783635,19.68159413,11.2,"WL"
"F",0,0,-0.3833,9.0552,0.09012,,103.5,,,14.13192569,14.33902847,14.68132531,,15.32860703,16.19103966,17.2667985,,18.50808075,19.43416015,20.13795636,11.3,"WL"
"M",0,0,1,34.4618,0.03686,1.27026,,,31.5,31.48762321,32.14881105,33.08389492,33.1,34.46951803,35.81366835,37.00426196,,37.97379421,38.51574,38.85417217,,"HC"
"M",0,1,1,37.2759,0.03133,1.16785,,,34.6,33.25005839,33.83391575,34.67252717,36.1,35.93986771,37.19361054,38.3212548,,39.24988502,39.77261565,40.10028445,,"HC"
"M",0,2,1,39.1285,0.02997,1.17268,,,36.4,35.78126227,36.26427603,36.97376845,37.9,38.07877607,39.20742929,40.2498675,,41.12605049,41.62581415,41.94137873,,"HC"
"M",0,3,1,40.5135,0.02918,1.18218,,,37.8,37.55879748,37.97958783,38.60724429,39.3,39.60636994,40.65233195,41.63967944,,42.48435504,42.97189144,43.28180775,,"HC"
"M",0,4,1,41.6317,0.02868,1.194,,,38.9,38.89944028,39.27893049,39.85122805,40.4,40.77712846,41.76516959,42.71454952,,43.5390162,44.01984454,44.3273323,,"HC"
"M",0,5,1,42.5576,0.02837,1.20736,,,39.7,39.956733,40.30765556,40.8411358,41.3,41.71483367,42.66116148,43.58358267,,44.39471535,44.87197284,45.17876946,,"HC"
"M",0,6,1,43.3306,0.02817,1.22062,,,40.5,40.8164238,41.14714268,41.65290563,42.1,42.48888872,43.40488731,44.30801,,45.11034335,45.58592624,45.89299742,,"HC"
"M",0,7,1,43.9803,0.02804,1.23321,,,41.1,41.53109397,41.84741554,42.33330145,42.7,43.14204136,44.03609923,44.92554888,,45.72225458,46.19735808,46.50523827,,"HC"
"M",0,8,1,44.53,0.02796,1.24506,,,41.6,42.13520784,42.44134027,42.91311128,43.2,43.70245428,44.58096912,45.46103549,,46.25442887,46.7298272,47.03879825,,"HC"
"M",0,9,1,44.9998,0.02792,1.25639,,,42.1,42.65252672,42.95162383,43.41364704,43.7,44.18963565,45.05761215,45.93165855,,46.72349076,47.19970004,47.50989695,,"HC"
"M",0,10,1,45.4051,0.0279,1.2668,,,42.5,43.1000854,43.39457866,43.85025055,44.1,44.61764431,45.4790756,46.34979269,,47.14142337,47.61879558,47.93026746,,"HC"
"M",0,11,1,45.7573,0.02789,1.27617,,,42.8,43.49049033,43.78229887,44.23431798,44.4,44.99693519,45.85505706,46.72463077,,47.5171388,47.99592075,48.30866909,,"HC"
"M",1,12,1,46.0661,0.02789,1.28478,,,43.1,43.83331672,44.12398596,44.57453557,44.7,45.33548679,46.19295427,47.06318161,,47.85743833,48.33780885,48.65181107,,"HC"
"M",1,13,1,46.3395,0.02789,1.29241,,,43.3,44.1359978,44.42679395,44.87766812,45,45.6395204,46.49853438,47.37090639,,48.1676259,48.64971976,48.96494367,,"HC"
"M",1,14,1,46.5844,0.02791,1.30017,,,43.6,44.40441201,44.69638826,45.14908116,45.2,45.91397652,46.77637684,47.65213989,,48.4519147,48.93583823,49.25225076,,"HC"
"M",1,15,1,46.806,0.02792,1.30682,,,43.8,44.6432831,44.93732702,45.39309769,45.5,46.16284044,47.03017599,47.9103782,,48.71370522,49.19954641,49.51711865,,"HC"
"M",1,16,1,47.0088,0.02795,1.3139,,,44,44.85646007,45.1533284,45.61324855,45.6,46.38937093,47.2629533,48.14848042,,48.95578033,49.44361553,49.76232529,,"HC"
"M",1,17,1,47.1962,0.02797,1.32008,,,44.1,45.0471177,45.34746216,45.81245227,45.8,46.5962646,47.47720989,48.36881356,,49.18044547,49.67034368,49.99017661,,"HC"
"M",1,18,1,47.3711,0.028,1.32639,,,44.3,45.21790307,45.52229008,45.99314685,46,46.78577645,47.67503833,48.57335854,,49.38963138,49.88165697,50.20260675,,"HC"
"M",1,19,1,47.5357,0.02803,1.33243,,,44.4,45.37104465,45.67997038,46.1573882,46.2,46.95980996,47.85820606,48.76378933,,49.58497069,50.07918514,50.40125302,,"HC"
"M",1,20,1,47.6919,0.02806,1.33823,,,44.6,45.50843477,45.82233697,46.30692463,46.3,47.1199854,48.02821867,48.94153284,,49.767856,50.26431891,50.58751304,,"HC"
"M",1,21,1,47.8408,0.0281,1.34433,,,44.7,45.63169289,45.95096016,46.4432543,46.4,47.2676925,48.18636864,49.10781495,,49.93948448,50.43825419,50.76258871,,"HC"
"M",1,22,1,47.9833,0.02813,1.34977,,,44.8,45.74221477,46.06719402,46.56766983,46.6,47.4041314,48.3337732,49.26369641,,50.10089268,50.60202648,50.92752068,,"HC"
"M",1,23,1,48.1201,0.02817,1.35554,,,45,45.84121112,46.17221358,46.68129357,46.7,47.53034509,48.47140432,49.41010098,,50.25298383,50.75653813,51.0832155,,"HC"
"M",2,24,1,48.2515,0.02821,1.36117,,,45.1,45.92973857,46.26704456,46.78510558,46.8,47.64724492,48.60011223,49.54783776,,50.39654965,50.90258011,51.23046767,,"HC"
"F",0,0,1,33.8787,0.03496,1.1844,,,31.1,31.93019666,32.25089861,32.75948527,32.7,33.65186554,34.7115617,35.85124044,,36.9534983,37.65137722,38.12110271,,"HC"
"F",0,1,1,36.5463,0.0321,1.17314,,,33.8,33.38070525,33.68743507,34.17345861,35.3,35.02508397,36.03453876,37.11806755,,38.16405088,38.82535049,39.27005698,,"HC"
"F",0,2,1,38.2521,0.03168,1.21183,,,35.4,35.48627093,35.77560367,36.23325692,37,37.03281566,37.97671987,38.9853304,,39.95458524,40.56517149,40.97482424,,"HC"
"F",0,3,1,39.5328,0.0314,1.24133,,,36.6,36.98550023,37.26521982,37.70685493,38.2,38.47603153,39.3801263,40.34145495,,41.2606303,41.83732218,42.22321458,,"HC"
"F",0,4,1,40.5817,0.03119,1.26574,,,37.6,38.13114313,38.40560987,38.83813686,39.3,39.58904997,40.46773733,41.39732095,,42.28152907,42.83395649,43.20260356,,"HC"
"F",0,5,1,41.459,0.03102,1.28606,,,38.5,39.04619196,39.31813786,39.74588078,40.1,40.4861083,41.34841008,42.2560375,,43.11489105,43.64924082,44.00485959,,"HC"
"F",0,6,1,42.1995,0.03087,1.3027,,,39.2,39.79959574,40.07085921,40.49672423,40.8,41.23135738,42.0833507,42.97566066,,43.81574641,44.33630066,44.68183088,,"HC"
"F",0,7,1,42.829,0.03075,1.31699,,,39.8,40.43379494,40.70567458,41.13171253,41.5,41.86434514,42.71033603,43.59207071,,44.41814599,44.92802856,45.26562921,,"HC"
"F",0,8,1,43.3671,0.03063,1.32833,,,40.3,40.97671526,41.25016088,41.67787092,42,42.41113299,43.25428882,44.1289691,,44.94460711,45.44618705,45.77750554,,"HC"
"F",0,9,1,43.83,0.03053,1.33813,,,40.7,41.44767738,41.72340175,42.15390873,42.4,42.88977797,43.73249646,44.60281599,,45.41078317,45.90591158,46.23224218,,"HC"
"F",0,10,1,44.2319,0.03044,1.34642,,,41.1,41.86058302,42.1391311,42.57329563,42.8,43.31329057,44.15742837,45.025498,,45.82798881,46.31814685,46.64053024,,"HC"
"F",0,11,1,44.5844,0.03035,1.35314,,,41.4,42.22575305,42.50754798,42.94603917,43.2,43.69134604,44.53836794,45.40587424,,46.2046631,46.69105794,47.01034581,,"HC"
"F",1,12,1,44.8965,0.03027,1.35902,,,41.7,42.55105219,42.83642568,43.27976931,43.5,44.03132658,44.88240562,45.75071845,,46.54726413,47.0308956,47.34779597,,"HC"
"F",1,13,1,45.1752,0.03019,1.36384,,,42,42.84260355,43.13181766,43.58043062,43.8,44.33898883,45.19507651,46.06532374,,46.86084173,47.34254856,47.65765724,,"HC"
"F",1,14,1,45.4265,0.03012,1.36825,,,42.2,43.10526272,43.39852553,43.85274045,44,44.61890505,45.48078147,46.3539026,,47.14941728,47.62991078,47.9437344,,"HC"
"F",1,15,1,45.6551,0.03006,1.37239,,,42.5,43.34294145,43.64041855,44.10050201,44.2,44.87476468,45.74307527,46.61986076,,47.41624393,47.89613288,48.20910612,,"HC"
"F",1,16,1,45.865,0.02999,1.37549,,,42.7,43.55883459,43.86065785,44.32682391,44.4,45.10958609,45.98486901,46.86598965,,47.66398946,48.14379909,48.45629769,,"HC"
"F",1,17,1,46.0598,0.02993,1.37857,,,42.9,43.75558315,44.06185727,44.53427792,44.6,45.32586864,46.20857558,47.09460485,,47.89486804,48.37505457,48.68740549,,"HC"
"F",1,18,1,46.2424,0.02987,1.38126,,,43,43.93539362,44.24620133,44.72501451,44.8,45.52570414,46.41621635,47.30764771,,48.11073684,48.59169895,48.90418837,,"HC"
"F",1,19,1,46.4152,0.02982,1.3841,,,43.2,44.10012707,44.4155332,44.90084908,45,45.71086007,46.60950084,47.50676129,,48.31316842,48.79525631,49.10813597,,"HC"
"F",1,20,1,46.5801,0.02977,1.38669,,,43.4,44.25136665,44.57142131,45.06332728,45.1,45.88284266,46.78988722,47.69334806,,48.50350565,48.98702837,49.30052069,,"HC"
"F",1,21,1,46.7384,0.02972,1.38907,,,43.5,44.39046947,44.71521065,45.21377531,45.3,46.04294544,46.95862881,47.86861428,,48.68290399,49.16813538,49.48243771,,"HC"
"F",1,22,1,46.8913,0.02967,1.39126,,,43.7,44.51860703,44.84806267,45.35333901,45.4,46.19228703,47.11681039,48.03360465,,48.85236462,49.33954821,49.65483625,,"HC"
"F",1,23,1,47.0391,0.02962,1.3933,,,43.8,44.63679702,44.9709867,45.48301476,45.6,46.33184096,47.26537682,48.18922971,,49.01276045,49.50211352,49.81854421,,"HC"
"F",2,24,1,47.1822,0.02957,1.39518,,,43.9,44.74592866,45.08486501,45.60367396,45.7,46.46245944,47.40515585,48.3362876,,49.16485698,49.65657394,49.97428788,,"HC"
"M",2,24,0.941523967,86.45220101,0.040321528,,,,,79.91084447,80.72977321,81.99171445,,84.10289217,86.45220101,88.80524943,,90.92619137,92.19687928,93.02265441,,"S"
"M",2,24.5,1.00720807,86.86160934,0.040395626,,,,,80.26037074,81.08868489,82.36400989,,84.49470553,86.86160934,89.22804829,,91.35753004,92.63176749,93.45923029,,"S"
"M",2,25.5,0.837251351,87.65247282,0.040577525,,,,,81.0052937,81.83445202,83.11387064,,85.25887745,87.65247282,90.05675457,,92.22966054,93.53406648,94.38278047,,"S"
"M",2,26.5,0.681492975,88.42326434,0.040723122,,,,,81.7341574,82.56406112,83.84716151,,86.0051731,88.42326434,90.8626041,,93.07608163,94.40884914,95.27761711,,"S"
"M",2,27.5,0.538779654,89.17549228,0.040833194,,,,,82.44845648,83.27898582,84.56534433,,86.73506945,89.17549228,91.64711353,,93.89827114,95.25754106,96.14511823,,"S"
"M",2,28.5,0.407697153,89.91040853,0.040909059,,,,,83.14944982,83.98045262,85.26961974,,87.44977223,89.91040853,92.41159029,,94.69757027,96.08148848,96.98662531,,"S"
"M",2,29.5,0.286762453,90.62907762,0.040952433,,,,,83.83819399,84.66948449,85.96098331,,88.15028421,90.62907762,93.15718995,,95.47522083,96.88197981,97.8034532,,"S"
"M",2,30.5,0.174489485,91.33242379,0.04096533,,,,,84.51558277,85.3469433,86.64027154,,88.83745411,91.33242379,93.88495599,,96.23239427,97.66026663,98.59690538,,"S"
"M",2,31.5,0.069444521,92.02127167,0.040949976,,,,,85.18238019,86.01356554,87.30820085,,89.5120186,92.02127167,94.59585394,,96.97021533,98.4175791,99.36828331,,"S"
"M",2,32.5,-0.029720564,92.69637946,0.040908737,,,,,85.83925011,86.66999332,87.96540055,,90.17463683,92.69637946,95.29079906,,97.68978097,99.15513792,100.1188932,,"S"
"M",2,33.5,-0.124251789,93.35846546,0.040844062,,,,,86.48678276,87.31680155,88.61244073,,90.82591867,93.35846546,95.97067824,,98.39217521,99.87416352,100.8500508,,"S"
"M",2,34.5,-0.215288396,94.00822923,0.040758431,,,,,87.12551862,87.95452162,89.24985581,,91.46644774,94.00822923,96.63636727,,99.0784807,100.5758831,101.5630853,,"S"
"M",2,35.5,-0.30385434,94.64636981,0.040654312,,,,,87.75596799,88.58366128,89.87816458,,92.09680119,94.64636981,97.28874542,,99.74978771,101.2615351,102.2593402,,"S"
"M",3,36.5,-0.390918369,95.27359106,0.04053412,,,,,88.37863651,89.20472611,90.49788649,,92.71755946,95.27359106,97.92869928,,100.4071992,101.9323762,102.940182,,"S"
"M",3,37.5,-0.254801167,95.91474929,0.040572876,,,,,88.93297086,89.77301106,91.08607735,,93.33440049,95.91474929,98.58524582,,101.0690065,102.5930445,103.5982668,,"S"
"M",3,38.5,-0.125654535,96.54734328,0.04061691,,,,,89.47916294,90.33305814,91.66588835,,93.94268367,96.54734328,99.23357783,,101.7233762,103.2470198,104.2502776,,"S"
"M",3,39.5,-0.00316735,97.17191309,0.040666414,,,,,90.01765704,90.88532031,92.23778882,,94.54291151,97.17191309,99.87425862,,102.3708617,103.8948257,104.8967054,,"S"
"M",3,40.5,0.11291221,97.78897727,0.040721467,,,,,90.54890623,91.43025486,92.80224597,,95.1355744,97.78897727,100.5078239,,103.011988,104.5369608,105.5380208,,"S"
"M",3,41.5,0.222754969,98.3990283,0.040782045,,,,,91.07337426,91.96832362,93.35972283,,95.72114636,98.3990283,101.1347788,,103.6472524,105.1739016,106.1746779,,"S"
"M",3,42.5,0.326530126,99.00254338,0.040848042,,,,,91.59152368,92.4999858,93.91067749,,96.30009195,99.00254338,101.7556073,,104.2771267,105.8060983,106.8071048,,"S"
"M",3,43.5,0.42436156,99.599977,0.040919281,,,,,92.10382052,93.02569976,94.45556109,,96.87286014,99.599977,102.370767,,104.9020571,106.4339786,107.4357106,,"S"
"M",3,44.5,0.516353108,100.191764,0.040995524,,,,,92.6107295,93.54591978,94.99481672,,97.43988586,100.191764,102.9806917,,105.5224653,107.0579468,108.0608826,,"S"
"M",3,45.5,0.602595306,100.7783198,0.041076485,,,,,93.11271174,94.06109422,95.52887815,,98.00158958,100.7783198,103.5857927,,106.1387493,107.6783842,108.6829866,,"S"
"M",3,46.5,0.683170764,101.3600411,0.041161838,,,,,93.61022262,94.57166376,96.05816868,,98.55837705,101.3600411,104.186459,,106.7512837,108.2956497,109.3023669,,"S"
"M",3,47.5,0.758158406,101.9373058,0.041251224,,,,,94.10370972,95.07805975,96.58310008,,99.11063889,101.9373058,104.7830584,,107.3604207,108.9100797,109.9193463,,"S"
"M",4,48.5,0.827636736,102.5104735,0.041344257,,,,,94.59361093,95.58070273,97.1040715,,99.65875031,102.5104735,105.3759377,,107.9664906,109.5219891,110.5342263,,"S"
"M",4,49.5,0.891686306,103.0798852,0.041440534,,,,,95.08035263,96.08000091,97.62146857,,100.2030707,103.0798852,105.9654232,,108.569802,110.1316713,111.1472879,,"S"
"M",4,50.5,0.95039153,103.645864,0.041539635,,,,,95.56434805,96.57634888,98.13566246,,100.7439435,103.645864,106.5518212,,109.1706428,110.7393989,111.7587911,,"S"
"M",4,51.5,1.003830006,104.208713,0.041641136,,,,,96.04599748,97.07012724,98.64700876,,101.281694,104.208713,107.1354171,,109.76928,111.3454248,112.3689778,,"S"
"M",4,52.5,1.05213569,104.7687256,0.041744602,,,,,96.52567713,97.56169654,99.15584797,,101.8166373,104.7687256,107.7164829,,110.3659614,111.9499779,112.9780622,,"S"
"M",4,53.5,1.0953669,105.3261638,0.041849607,,,,,97.00375833,98.05140652,99.66250203,,102.3490611,105.3261638,108.2952617,,110.9609139,112.5532737,113.5862516,,"S"
"M",4,54.5,1.133652119,105.8812823,0.041955723,,,,,97.48058355,98.53958366,100.1672766,,102.8792439,105.8812823,108.8719858,,111.5543461,113.1555037,114.1937245,,"S"
"M",4,55.5,1.167104213,106.4343146,0.042062532,,,,,97.95647862,99.026537,100.6704587,,103.4074438,106.4343146,109.4468665,,112.1464475,113.7568423,114.800644,,"S"
"M",4,56.5,1.195845353,106.9854769,0.042169628,,,,,98.43174768,99.51255522,101.1723164,,103.9339016,106.9854769,110.0200973,,112.7373894,114.3574452,115.4071549,,"S"
"M",4,57.5,1.220004233,107.534968,0.042276619,,,,,98.90667254,99.99790605,101.6730987,,104.4588401,107.534968,110.5918541,,113.327325,114.9574502,116.0133837,,"S"
"M",4,58.5,1.239715856,108.0829695,0.042383129,,,,,99.3815118,100.4828356,102.1730346,,104.9824642,108.0829695,111.1622955,,113.9163901,115.5569776,116.6194398,,"S"
"M",4,59.5,1.255121285,108.6296457,0.042488804,,,,,99.85650001,100.9675675,102.6723326,,105.5049607,108.6296457,111.731563,,114.5047033,116.1561304,117.2254154,,"S"
"M",5,60.5,1.266367398,109.1751441,0.042593311,,,,,100.331847,101.4523027,103.171181,,106.026498,109.1751441,112.2997816,,115.0923665,116.7549954,117.831386,,"S"
"M",5,61.5,1.273606657,109.7195954,0.042696342,,,,,100.8077371,101.9372185,103.6697469,,106.5472265,109.7195954,112.86706,,115.6794655,117.3536426,118.4374113,,"S"
"M",5,62.5,1.276996893,110.2631136,0.042797615,,,,,101.2843288,102.4224687,104.1681762,,107.0672782,110.2631136,113.4334909,,116.2660704,117.9521268,119.0435349,,"S"
"M",5,63.5,1.276701119,110.8057967,0.042896877,,,,,101.7617545,102.908183,104.6665937,,107.5867669,110.8057967,113.9991516,,116.8522359,118.5504872,119.6497853,,"S"
"M",5,64.5,1.272887366,111.3477265,0.042993904,,,,,102.2401199,103.3944666,105.1651027,,108.1057886,111.3477265,114.5641044,,117.4380018,119.1487482,120.2561762,,"S"
"M",5,65.5,1.265728536,111.8889694,0.043088503,,,,,102.719504,103.8814006,105.6637849,,108.6244211,111.8889694,115.128397,,118.0233939,119.7469201,120.8627069,,"S"
"M",5,66.5,1.255402281,112.4295761,0.043180513,,,,,103.1999595,104.3690418,106.1627011,,109.1427246,112.4295761,115.6920629,,118.6084238,120.3449993,121.4693629,,"S"
"M",5,67.5,1.242090871,112.9695827,0.043269806,,,,,103.6815122,104.8574227,106.6618905,,109.6607418,112.9695827,116.2551221,,119.1930903,120.9429688,122.0761162,,"S"
"M",5,68.5,1.225981067,113.5090108,0.043356287,,,,,104.164162,105.3465519,107.1613717,,110.1784984,113.5090108,116.8175812,,119.777379,121.540799,122.682926,,"S"
"M",5,69.5,1.207263978,114.0478678,0.043439893,,,,,104.6478827,105.8364145,107.6611426,,110.6960031,114.0478678,117.3794345,,120.3612638,122.1384479,123.2897392,,"S"
"M",5,70.5,1.186140222,114.5861486,0.043520597,,,,,105.1326221,106.3269721,108.1611811,,111.2132492,114.5861486,117.9406648,,120.9447067,122.7358617,123.8964899,,"S"
"M",5,71.5,1.162796198,115.1238315,0.043598407,,,,,105.6183068,106.8181654,108.6614449,,111.7302112,115.1238315,118.5012409,,121.5276587,123.3329768,124.5031042,,"S"
"M",6,72.5,1.137442868,115.6608862,0.043673359,,,,,106.1048359,107.3099116,109.1618735,,112.2468516,115.6608862,119.0611237,,122.1100607,123.9297176,125.1094938,,"S"
"M",6,73.5,1.110286487,116.1972691,0.043745523,,,,,106.592087,107.8021076,109.6623876,,112.7631168,116.1972691,119.6202624,,122.6918435,124.5259991,125.7155618,,"S"
"M",6,74.5,1.081536236,116.732925,0.043815003,,,,,107.0799166,108.2946307,110.1628906,,113.2789389,116.732925,120.1785968,,123.272929,125.1217272,126.3212019,,"S"
"M",6,75.5,1.05140374,117.2677879,0.043881929,,,,,107.5681606,108.7873391,110.6632694,,113.7942368,117.2677879,120.7360574,,123.8532304,125.7167992,126.926299,,"S"
"M",6,76.5,1.020102497,117.8017819,0.043946461,,,,,108.0566359,109.2800738,111.1633949,,114.3089166,117.8017819,121.2925663,,124.4326533,126.3111047,127.5307299,,"S"
"M",6,77.5,0.987847213,118.3348215,0.044008785,,,,,108.5451423,109.7726591,111.6631239,,114.8228726,118.3348215,121.8480376,,125.0110959,126.9045258,128.134364,,"S"
"M",6,78.5,0.954853043,118.8668123,0.044069112,,,,,109.0334636,110.2649049,112.1622995,,115.335988,118.8668123,122.4023786,,125.5884499,127.4969382,128.737064,,"S"
"M",6,79.5,0.921334742,119.397652,0.044127675,,,,,109.5213695,110.7566073,112.6607528,,115.8481358,119.397652,122.9554895,,126.1646012,128.0882119,129.3386866,,"S"
"M",6,80.5,0.887505723,119.9272309,0.044184725,,,,,110.0086174,111.247551,113.158304,,116.3591802,119.9272309,123.5072652,,126.7394306,128.6782115,129.9390834,,"S"
"M",6,81.5,0.85357703,120.455433,0.044240532,,,,,110.4949545,111.7375104,113.654764,,116.8689769,120.455433,124.057595,,127.3128143,129.2667977,130.5381015,,"S"
"M",6,82.5,0.819756239,120.9821362,0.044295379,,,,,110.9801192,112.2262515,114.1499353,,117.3773747,120.9821362,124.6063638,,127.8846249,129.8538272,131.1355844,,"S"
"M",6,83.5,0.786246296,121.5072136,0.044349559,,,,,111.4638437,112.7135338,114.6436141,,117.8842164,121.5072136,125.1534527,,128.4547316,130.4391542,131.7313729,,"S"
"M",7,84.5,0.753244292,122.0305342,0.044403374,,,,,111.9458554,113.1991118,115.1355915,,118.3893397,122.0305342,125.6987395,,129.0230015,131.0226304,132.3253057,,"S"
"M",7,85.5,0.720940222,122.5519634,0.04445713,,,,,112.4258796,113.6827373,115.625655,,118.8925788,122.5519634,126.2420996,,129.5892999,131.6041067,132.9172205,,"S"
"M",7,86.5,0.689515708,123.0713645,0.044511135,,,,,112.9036412,114.1641607,116.1135904,,119.3937653,123.0713645,126.7834065,,130.153491,132.183433,133.5069548,,"S"
"M",7,87.5,0.659142731,123.588599,0.044565693,,,,,113.3788664,114.6431334,116.5991827,,119.8927292,123.588599,127.3225327,,130.7154389,132.7604599,134.0943467,,"S"
"M",7,88.5,0.629997853,124.1035312,0.044621104,,,,,113.8512827,115.1194078,117.0822191,,120.3893032,124.1035312,127.8593529,,131.2750083,133.335037,134.6792321,,"S"
"M",7,89.5,0.602203984,124.6160161,0.044677662,,,,,114.3206308,115.5927447,117.562488,,120.8833137,124.6160161,128.393735,,131.8320643,133.9070206,135.2614591,,"S"
"M",7,90.5,0.575908038,125.1259182,0.044735646,,,,,114.7866522,116.0629074,118.0397834,,121.3745956,125.1259182,128.9255543,,132.3864745,134.4762655,135.8408704,,"S"
"M",7,91.5,0.55123134,125.6331012,0.044795322,,,,,115.2491001,116.5296686,118.5139049,,121.8629855,125.6331012,129.4546858,,132.9381089,135.0426312,136.4173156,,"S"
"M",7,92.5,0.528279901,126.1374319,0.044856941,,,,,115.7077388,116.9928104,118.9846594,,122.3483243,126.1374319,129.9810071,,133.4868407,135.6059815,136.9906494,,"S"
"M",7,93.5,0.507143576,126.6387804,0.04492073,,,,,116.1623461,117.4521263,119.4518627,,122.8304588,126.6387804,130.504399,,134.0325473,136.1661852,137.5607324,,"S"
"M",7,94.5,0.487895344,127.1370217,0.044986899,,,,,116.6127146,117.9074226,119.9153408,,123.3092425,127.1370217,131.024746,,134.5751108,136.7231173,138.1274323,,"S"
"M",7,95.5,0.470590753,127.6320362,0.045055632,,,,,117.0586529,118.3585201,120.3749315,,123.784537,127.6320362,131.5419375,,135.1144188,137.2766592,138.6906245,,"S"
"M",8,96.5,0.455267507,128.1237104,0.045127088,,,,,117.4999879,118.8052553,120.830485,,124.2562127,128.1237104,132.0558684,,135.6503652,137.8267001,139.2501934,,"S"
"M",8,97.5,0.441945241,128.6119383,0.045201399,,,,,117.9365657,119.2474816,121.281866,,124.7241502,128.6119383,132.5664397,,136.1828511,138.3731376,139.8060325,,"S"
"M",8,98.5,0.430625458,129.096622,0.045278671,,,,,118.3682526,119.6850711,121.7289543,,125.1882412,129.096622,133.0735595,,136.7117853,138.9158785,140.3580462,,"S"
"M",8,99.5,0.421291648,129.5776723,0.045358979,,,,,118.794937,120.1179149,122.1716458,,125.6483893,129.5776723,133.5771438,,137.2370854,139.4548395,140.9061502,,"S"
"M",8,100.5,0.413909588,130.0550101,0.045442372,,,,,119.2165297,120.5459248,122.6098539,,126.1045113,130.0550101,134.0771172,,137.7586784,139.9899485,141.4502723,,"S"
"M",8,101.5,0.408427813,130.5285669,0.045528869,,,,,119.6329654,120.9690339,123.04351,,126.5565377,130.5285669,134.5734138,,138.2765017,140.5211451,141.9903534,,"S"
