"sex","year","month","L","M","S","SD","length","stature","Pre_1","Per_3","Per_5","Per_10","Per_15","Per_25","Per_50","Per_75","Per_85","Per_90","Per_95","Per_97","Per_99","chart_type"
"M",12,148.5,-2.405747619,18.02960765,0.132508403,,,,,14.83162791,15.13154651,15.63679762,,16.62754449,18.02960765,19.93835804,21.30044717,22.42791427,24.55434332,26.37553258,,"BMI"
"M",12,149.5,-2.395728233,18.08403868,0.132755834,,,,,14.86962583,15.17113234,15.67904455,,16.67493692,18.08403868,20.001699,21.36951141,22.50122197,24.63419572,26.45920106,,"BMI"
"M",12,150.5,-2.385858029,18.1387275,0.132990575,,,,,14.90804168,15.2111263,15.72168083,,16.72267307,18.1387275,20.06513669,21.43852405,22.57433325,24.71352325,26.54200665,,"BMI"
"M",12,151.5,-2.376131459,18.19366555,0.133212776,,,,,14.94686707,15.25152001,15.76469808,,16.77074454,18.19366555,20.12866232,21.5074763,22.64723955,24.79231881,26.62394515,,"BMI"
"M",12,152.5,-2.366542942,18.24884431,0.133422595,,,,,14.98609343,15.29230496,15.80808782,,16.81914286,18.24884431,20.1922673,21.57635964,22.7199327,24.87057587,26.7050132,,"BMI"
"M",12,153.5,-2.357086871,18.3042553,0.133620197,,,,,15.0257121,15.33347251,15.85184148,,16.86785954,18.3042553,20.25594317,21.64516586,22.79240491,24.9482886,26.78520835,,"BMI"
"M",12,154.5,-2.347757625,18.35989003,0.133805756,,,,,15.06571426,15.37501389,15.89595038,,16.91688599,18.35989003,20.31968165,21.71388701,22.86464879,25.02545175,26.86452902,,"BMI"
"M",12,155.5,-2.338549576,18.41574009,0.133979452,,,,,15.10609095,15.41692023,15.94040572,,16.96621361,18.41574009,20.38347461,21.78251541,22.93665733,25.10206075,26.94297451,,"BMI"
"M",13,156.5,-2.3294571,18.47179706,0.13414147,,,,,15.14683307,15.4591825,15.98519864,,17.01583373,18.47179706,20.44731409,21.85104367,23.0084239,25.17811163,27.02054498,,"BMI"
"M",13,157.5,-2.320474586,18.52805255,0.134292005,,,,,15.1879314,15.50179159,16.03032014,,17.06573761,18.52805255,20.51119228,21.91946467,23.07994228,25.25360108,27.09724149,,"BMI"
"M",13,158.5,-2.311596446,18.5844982,0.134431256,,,,,15.22937658,15.54473823,16.07576115,,17.11591649,18.5844982,20.57510153,21.98777156,23.15120662,25.32852641,27.173066,,"BMI"
"M",13,159.5,-2.302817124,18.64112567,0.134559427,,,,,15.27115913,15.58801305,16.12151248,,17.16636153,18.64112567,20.63903434,22.05595776,23.22221145,25.4028856,27.24802132,,"BMI"
"M",13,160.5,-2.294131107,18.69792663,0.134676731,,,,,15.31326943,15.63160658,16.16756484,,17.21706384,18.69792663,20.70298336,22.12401698,23.2929517,25.47667722,27.32211115,,"BMI"
"M",13,161.5,-2.285532933,18.75489278,0.134783385,,,,,15.35569774,15.67550919,16.21390888,,17.26801449,18.75489278,20.76694139,22.19194317,23.36342268,25.54990054,27.39534011,,"BMI"
"M",13,162.5,-2.277017201,18.81201584,0.134879611,,,,,15.39843418,15.71971118,16.2605351,,17.31920447,18.81201584,20.83090139,22.25973057,23.43362008,25.62255542,27.46771366,,"BMI"
"M",13,163.5,-2.268578584,18.86928753,0.134965637,,,,,15.44146877,15.7642027,16.30743394,,17.37062472,18.86928753,20.89485646,22.32737368,23.50353999,25.6946424,27.53923819,,"BMI"
"M",13,164.5,-2.260211837,18.92669959,0.135041695,,,,,15.48479139,15.80897382,16.35459573,,17.42226614,18.92669959,20.95879983,22.39486727,23.57317887,25.76616263,27.60992094,,"BMI"
"M",13,165.5,-2.251911809,18.98424378,0.135108024,,,,,15.52839182,15.85401448,16.40201071,,17.47411956,18.98424378,21.02272489,22.46220636,23.64253356,25.83711794,27.67977007,,"BMI"
"M",13,166.5,-2.243673453,19.04191185,0.135164867,,,,,15.57225971,15.89931451,16.44966902,,17.52617573,19.04191185,21.08662518,22.52938625,23.71160129,25.90751079,27.74879463,,"BMI"
"M",13,167.5,-2.235491842,19.09969557,0.135212469,,,,,15.6163846,15.94486363,16.49756071,,17.57842539,19.09969557,21.15049434,22.5964025,23.78037969,25.97734428,27.81700453,,"BMI"
"M",14,168.5,-2.227362173,19.15758672,0.135251083,,,,,15.66075591,15.99065148,16.54567574,,17.63085916,19.15758672,21.21432619,22.66325092,23.84886673,26.04662217,27.88441062,,"BMI"
"M",14,169.5,-2.21927979,19.21557707,0.135280963,,,,,15.70536296,16.03666757,16.59400398,,17.68346764,19.21557707,21.27811465,22.7299276,23.91706081,26.11534887,27.95102462,,"BMI"
"M",14,170.5,-2.211240187,19.27365839,0.135302371,,,,,15.75019496,16.0829013,16.64253518,,17.73624136,19.27365839,21.34185379,22.79642886,23.98496068,26.18352944,28.01685913,,"BMI"
"M",14,171.5,-2.203239029,19.33182247,0.135315568,,,,,15.79524102,16.129342,16.69125904,,17.78917078,19.33182247,21.40553781,22.86275131,24.05256549,26.25116959,28.08192768,,"BMI"
"M",14,172.5,-2.195272161,19.39006106,0.135320824,,,,,15.84049013,16.17597888,16.74016514,,17.84224628,19.39006106,21.46916104,22.92889179,24.11987476,26.31827569,28.14624467,,"BMI"
"M",14,173.5,-2.187335625,19.44836594,0.135318407,,,,,15.8859312,16.22280106,16.78924297,,17.8954582,19.44836594,21.53271791,22.99484741,24.18688841,26.38485476,28.20982542,,"BMI"
"M",14,174.5,-2.179425674,19.50672885,0.135308594,,,,,15.93155303,16.26979755,16.83848195,,17.9487968,19.50672885,21.596203,23.06061552,24.25360674,26.45091448,28.27268613,,"BMI"
"M",14,175.5,-2.171538789,19.56514153,0.135291662,,,,,15.97734432,16.31695728,16.8878714,,18.00225228,19.56514153,21.659611,23.12619375,24.3200304,26.51646321,28.33484391,,"BMI"
"M",14,176.5,-2.163671689,19.62359571,0.135267891,,,,,16.02329371,16.3642691,16.93740054,,18.05581474,19.62359571,21.72293673,23.19157996,24.38616048,26.58150994,28.39631678,,"BMI"
"M",14,177.5,-2.155821357,19.6820831,0.135237567,,,,,16.0693897,16.41172173,16.98705851,,18.10947424,19.6820831,21.78617511,23.25677226,24.4519984,26.64606434,28.45712363,,"BMI"
"M",14,178.5,-2.147985046,19.74059538,0.135200976,,,,,16.11562074,16.45930384,17.03683437,,18.16322076,19.74059538,21.84932117,23.32176902,24.517546,26.71013675,28.51728428,,"BMI"
"M",14,179.5,-2.140160305,19.7991242,0.135158409,,,,,16.1619752,16.50700399,17.08671707,,18.21704418,19.7991242,21.91237008,23.38656886,24.5828055,26.77373817,28.57681946,,"BMI"
"M",15,180.5,-2.132344989,19.85766121,0.135110159,,,,,16.20844134,16.55481067,17.13669551,,18.27093434,19.85766121,21.97531708,23.45117065,24.64777949,26.83688026,28.63575076,,"BMI"
"M",15,181.5,-2.124537282,19.916198,0.135056522,,,,,16.25500735,16.60271228,17.18675845,,18.32488097,19.916198,22.03815755,23.5155735,24.71247097,26.89957537,28.69410072,,"BMI"
"M",15,182.5,-2.116735712,19.97472615,0.134997797,,,,,16.30166137,16.65069714,17.23689462,,18.37887373,19.97472615,22.10088696,23.57977678,24.77688329,26.96183652,28.75189275,,"BMI"
"M",15,183.5,-2.108939167,20.03323719,0.134934285,,,,,16.34839144,16.69875348,17.28709261,,18.4329022,20.03323719,22.16350089,23.6437801,24.84102024,27.02367739,28.80915118,,"BMI"
"M",15,184.5,-2.10114692,20.09172262,0.134866291,,,,,16.39518554,16.74686947,17.33734097,,18.48695587,20.09172262,22.22599501,23.70758332,24.90488595,27.08511234,28.86590125,,"BMI"
"M",15,185.5,-2.093358637,20.15017387,0.134794121,,,,,16.44203157,16.79503318,17.38762812,,18.54102414,20.15017387,22.2883651,23.77118654,24.96848498,27.14615643,28.92216908,,"BMI"
"M",15,186.5,-2.085574403,20.20858236,0.134718085,,,,,16.4889174,16.84323264,17.43794242,,18.59509632,20.20858236,22.35060703,23.83459013,25.03182226,27.20682538,28.97798172,,"BMI"
"M",15,187.5,-2.077794735,20.26693944,0.134638494,,,,,16.53583079,16.89145577,17.48827215,,18.64916164,20.26693944,22.41271676,23.89779468,25.09490311,27.2671356,29.03336709,,"BMI"
"M",15,188.5,-2.070020599,20.32523642,0.134555663,,,,,16.58275947,16.93969043,17.53860547,,18.70320922,20.32523642,22.47469037,23.96080104,25.15773327,27.32710417,29.08835404,,"BMI"
"M",15,189.5,-2.062253431,20.38346455,0.13446991,,,,,16.62969112,16.98792443,17.58893048,,18.7572281,20.38346455,22.53652401,24.02361032,25.22031884,27.38674888,29.14297232,,"BMI"
"M",15,190.5,-2.054495145,20.44161501,0.134381553,,,,,16.67661334,17.03614547,17.63923518,,18.8112072,20.44161501,22.59821392,24.08622386,25.28266636,27.4460882,29.19725256,,"BMI"
"M",15,191.5,-2.046748156,20.49967894,0.134290916,,,,,16.72351369,17.08434122,17.68950749,,18.86513537,20.49967894,22.65975645,24.14864327,25.34478272,27.50514126,29.25122631,,"BMI"
"M",16,192.5,-2.039015385,20.5576474,0.134198323,,,,,16.77037969,17.13249925,17.73973524,,18.91900132,20.5576474,22.72114803,24.21087038,25.40667527,27.56392793,29.30492601,,"BMI"
"M",16,193.5,-2.031300282,20.6155114,0.134104101,,,,,16.81719878,17.18060709,17.78990616,,18.97279368,20.6155114,22.78238517,24.2729073,25.46835171,27.62246873,29.35838499,,"BMI"
"M",16,194.5,-2.023606828,20.67326189,0.134008581,,,,,16.86395838,17.22865219,17.8400079,,19.02650098,20.67326189,22.84346448,24.33475639,25.52982017,27.68078489,29.41163748,,"BMI"
"M",16,195.5,-2.015942013,20.73088905,0.133912066,,,,,16.91064668,17.27662259,17.89002837,,19.08011149,20.73088905,22.90438167,24.39641931,25.59108848,27.73889854,29.46472007,,"BMI"
"M",16,196.5,-2.008305745,20.7883851,0.133814954,,,,,16.95724926,17.32450423,17.93995429,,19.13361379,20.7883851,22.96513563,24.4579009,25.65216707,27.79683185,29.51766572,,"BMI"
"M",16,197.5,-2.000706389,20.84574003,0.133717552,,,,,17.0037543,17.37228509,17.98977343,,19.18699593,20.84574003,23.02572213,24.51920324,25.71306451,27.85460837,29.57051295,,"BMI"
"M",16,198.5,-1.993150137,20.90294449,0.1336202,,,,,17.05014902,17.41995236,18.03947307,,19.24024598,20.90294449,23.08613815,24.58032971,25.77379055,27.91225209,29.62329955,,"BMI"
"M",16,199.5,-1.985643741,20.95998909,0.133523244,,,,,17.09642062,17.46749315,18.0890404,,19.29335192,20.95998909,23.14638076,24.64128395,25.83435539,27.96978771,29.67606419,,"BMI"
"M",16,200.5,-1.97819451,21.01686433,0.133427032,,,,,17.1425562,17.51489451,18.1384625,,19.34630158,21.01686433,23.20644712,24.70206989,25.89476963,28.02724061,29.72884644,,"BMI"
"M",16,201.5,-1.970810308,21.07356067,0.133331914,,,,,17.18854287,17.56214342,18.18772638,,19.39908272,21.07356067,23.26633451,24.76269168,25.95504426,28.08463689,29.78168674,,"BMI"
"M",16,202.5,-1.96349954,21.1300685,0.133238245,,,,,17.23436764,17.60922679,18.23681892,,19.45168294,21.1300685,23.3260403,24.82315378,26.01519074,28.1420033,29.83462638,,"BMI"
"M",16,203.5,-1.956271141,21.18637813,0.133146383,,,,,17.2800175,17.65613146,18.28572693,,19.50408975,21.18637813,23.38556196,24.88346091,26.07522093,28.19936732,29.88770757,,"BMI"
"M",17,204.5,-1.949134561,21.24247982,0.13305669,,,,,17.32547937,17.70284417,18.3344371,,19.55629056,21.24247982,23.44489706,24.94361805,26.13514709,28.25675709,29.94097335,,"BMI"
"M",17,205.5,-1.942099744,21.29836376,0.132969531,,,,,17.37074012,17.74935161,18.38293604,,19.60827264,21.29836376,23.50404332,25.00363048,26.19498193,28.31420146,29.99446764,,"BMI"
"M",17,206.5,-1.935177101,21.35402009,0.132885274,,,,,17.41578654,17.79564039,18.43121023,,19.66002316,21.35402009,23.56299853,25.06350375,26.2547386,28.37172995,30.04823522,,"BMI"
"M",17,207.5,-1.92837748,21.40943891,0.132804292,,,,,17.46060537,17.84169701,18.47924607,,19.71152919,21.40943891,23.62176064,25.1232437,26.31443063,28.42937274,30.10232173,,"BMI"
"M",17,208.5,-1.921712136,21.46461026,0.132726962,,,,,17.50518327,17.8875079,18.52702984,,19.76277767,21.46461026,23.68032771,25.18285645,26.37407203,28.48716074,30.15677367,,"BMI"
"M",17,209.5,-1.915192685,21.51952414,0.132653664,,,,,17.54950683,17.9330594,18.57454772,,19.81375546,21.51952414,23.73869794,25.24234842,26.4336772,28.54512548,30.21163837,,"BMI"
"M",17,210.5,-1.908831065,21.57417053,0.132584784,,,,,17.59356252,17.97833773,18.62178578,,19.8644493,21.57417053,23.79686967,25.30172632,26.49326098,28.60329919,30.26696403,,"BMI"
"M",17,211.5,-1.902639482,21.62853937,0.132520711,,,,,17.63733676,18.02332903,18.66872998,,19.91484586,21.62853937,23.85484139,25.36099716,26.55283865,28.66171476,30.32279966,,"BMI"
"M",17,212.5,-1.896630358,21.68262062,0.132461838,,,,,17.68081585,18.06801933,18.71536617,,19.96493169,21.68262062,23.91261174,25.42016826,26.6124259,28.72040572,30.37919514,,"BMI"
"M",17,213.5,-1.890816268,21.73640419,0.132408563,,,,,17.72398595,18.11239453,18.76168008,,20.01469327,21.73640419,23.97017953,25.47924723,26.67203887,28.77940629,30.43620115,,"BMI"
"M",17,214.5,-1.885209876,21.78988003,0.132361289,,,,,17.76683315,18.15644042,18.80765734,,20.06411699,21.78988003,24.02754374,25.538242,26.73169411,28.8387513,30.49386923,,"BMI"
"M",17,215.5,-1.879823505,21.84303819,0.132320427,,,,,17.80934323,18.20014256,18.8532834,,20.11318921,21.84303819,24.08470367,25.59716095,26.79140871,28.89847621,30.55225152,,"BMI"
"M",18,216.5,-1.874670324,21.8958685,0.132286382,,,,,17.85150219,18.24348662,18.89854373,,20.16189615,21.8958685,24.14165845,25.65601244,26.85119991,28.9586172,30.61140148,,"BMI"
"M",18,217.5,-1.869760299,21.94836168,0.1322596,,,,,17.89329472,18.28645727,18.94342321,,20.21022414,21.94836168,24.19840866,25.71480629,26.91108626,29.0192108,30.67137176,,"BMI"
"M",18,218.5,-1.865113245,22.00050569,0.132240418,,,,,17.93470899,18.32904183,18.98790813,,20.25815885,22.00050569,24.25495098,25.77354888,26.97108394,29.08029503,30.73222122,,"BMI"
"M",18,219.5,-1.860734944,22.05229242,0.13222933,,,,,17.97572809,18.37122369,19.03198262,,20.3056868,22.05229242,24.31128792,25.83225207,27.03121333,29.14190734,30.79400211,,"BMI"
"M",18,220.5,-1.85663384,22.10371305,0.132226801,,,,,18.01633608,18.41298696,19.07563119,,20.35279433,22.10371305,24.36742097,25.89092687,27.09149434,29.20408599,30.85676906,,"BMI"
"M",18,221.5,-1.852827186,22.15475603,0.132233201,,,,,18.05651989,18.45431794,19.11883943,,20.39946695,22.15475603,24.42334799,25.94958116,27.15194482,29.26687079,30.92058278,,"BMI"
"M",18,222.5,-1.849323204,22.20541249,0.132248993,,,,,18.09626344,18.49520062,19.16159172,,20.44569089,22.20541249,24.47907063,26.00822631,27.21258528,29.33030127,30.9855,,"BMI"
"M",18,223.5,-1.846131607,22.255673,0.132274625,,,,,18.13555112,18.53561932,19.2038726,,20.49145219,22.255673,24.53458985,26.06687321,27.27343608,29.39441777,31.05157949,,"BMI"
"M",18,224.5,-1.843261294,22.30552831,0.132310549,,,,,18.17436706,18.57555819,19.24566649,,20.53673687,22.30552831,24.58990692,26.1255331,27.33451796,29.45926122,31.1188808,,"BMI"
"M",18,225.5,-1.840720248,22.3549693,0.132357221,,,,,18.21269512,18.61500111,19.28695764,,20.581531,22.3549693,24.64502338,26.18421759,27.39585208,29.52487306,31.18746427,,"BMI"
"M",18,226.5,-1.83851544,22.40398706,0.132415103,,,,,18.25051886,18.65393178,19.32773023,,20.62582066,22.40398706,24.69994107,26.24293861,27.45746001,29.59129532,31.25739102,,"BMI"
"M",18,227.5,-1.83665586,22.45257182,0.132484631,,,,,18.28782254,18.69233437,19.36796858,,20.66959159,22.45257182,24.75466075,26.30170723,27.51936283,29.65857091,31.32872478,,"BMI"
"M",19,228.5,-1.835138046,22.50071778,0.132566359,,,,,18.3245866,18.73019025,19.40765581,,20.71283095,22.50071778,24.80918852,26.36053932,27.58158516,29.72674204,31.40152344,,"BMI"
"M",19,229.5,-1.833972004,22.54841437,0.132660699,,,,,18.36079565,18.7674838,19.44677624,,20.75552409,22.54841437,24.86352415,26.41944523,27.64414785,29.79585303,31.47585441,,"BMI"
"M",19,230.5,-1.833157751,22.59565422,0.132768153,,,,,18.39643137,18.80419732,19.48531336,,20.79765756,22.59565422,24.91767166,26.47843912,27.70707459,29.86594782,31.55178078,,"BMI"
"M",19,231.5,-1.83269562,22.64242956,0.132889211,,,,,18.43147564,18.84031318,19.52325062,,20.83921773,22.64242956,24.97163459,26.53753478,27.77038891,29.93707103,31.62936748,,"BMI"
"M",19,232.5,-1.832584342,22.68873292,0.133024368,,,,,18.46590991,18.87581348,19.56057136,,20.88019106,22.68873292,25.02541685,26.59674639,27.83411475,30.00926778,31.7086802,,"BMI"
"M",19,233.5,-1.832820974,22.73455713,0.133174129,,,,,18.49971524,18.91067999,19.59725875,,20.9205641,22.73455713,25.07902274,26.65608851,27.89827645,30.08258369,31.78978539,,"BMI"
"M",19,234.5,-1.833400825,22.7798953,0.133338999,,,,,18.53287228,18.9448942,19.63329582,,20.96032349,22.7798953,25.13245693,26.71557609,27.96289869,30.15706484,31.87275025,,"BMI"
"M",19,235.5,-1.834317405,22.82474087,0.133519496,,,,,18.56536124,18.97843726,19.66866547,,20.99945599,22.82474087,25.18572453,26.77522448,28.0280066,30.23275779,31.95764272,,"BMI"
"M",19,236.5,-1.83555752,22.86908912,0.133716192,,,,,18.59716016,19.0112887,19.70334974,,21.03794885,22.86908912,25.23883315,26.83505132,28.09362697,30.30970901,32.04452853,,"BMI"
"M",19,237.5,-1.837119466,22.91293151,0.133929525,,,,,18.62825142,19.04343134,19.7373324,,21.07578835,22.91293151,25.29178502,26.89506944,28.15978336,30.387967,32.13348232,,"BMI"
"M",19,238.5,-1.838987063,22.95626373,0.134160073,,,,,18.65861245,19.07484425,19.7705953,,21.11296191,22.95626373,25.34458825,26.95529697,28.22650313,30.46757924,32.22457182,,"BMI"
"M",19,239.5,-1.841146139,22.99908062,0.134408381,,,,,18.68822161,19.10550722,19.80312068,,21.14945673,22.99908062,25.39724967,27.01575092,28.29381294,30.54859414,32.31786791,,"BMI"
"M",20,240,-1.84233016,23.02029424,0.134539365,,,,,18.70273741,19.12055111,19.81910123,,21.16744563,23.02029424,25.4235294,27.04606818,28.32769753,30.58964285,32.36536586,,"BMI"
"M",20,240.5,-1.843580575,23.04137734,0.134675001,,,,,18.71705679,19.13539969,19.83489061,,21.18526014,23.04137734,25.44977657,27.07644874,28.3617399,30.63106054,32.41344218,,"BMI"
"F",2,24,-0.98660853,16.42339664,0.085451785,,,,,14.1473467,14.39787089,14.80134054,,15.52807587,16.42339664,17.42745659,18.01820579,18.44139317,19.10623522,19.56410958,,"BMI"
"F",2,24.5,-1.024496827,16.38804056,0.085025838,,,,,14.13226271,14.3801866,14.77964811,,15.49975639,16.38804056,17.38581552,17.97371413,18.39526372,19.05823845,19.51534333,,"BMI"
"F",2,25.5,-1.102698353,16.3189719,0.084214052,,,,,14.10240814,14.34527262,14.73694628,,15.44421901,16.3189719,17.30484811,17.88748812,18.30610782,18.9659499,19.42197989,,"BMI"
"F",2,26.5,-1.18396635,16.25207985,0.083455124,,,,,14.07297394,14.31096806,14.6951581,,15.39014846,16.25207985,17.2269319,17.80489051,18.22103253,18.87853388,19.33410382,,"BMI"
"F",2,27.5,-1.268071036,16.18734669,0.082748284,,,,,14.04396337,14.27727686,14.65428696,,15.33754218,16.18734669,17.15202498,17.72586396,18.13997016,18.79590999,19.25163039,,"BMI"
"F",2,28.5,-1.354751525,16.12475448,0.082092737,,,,,14.01538008,14.24420303,14.61433601,,15.28639717,16.12475448,17.08008556,17.65035137,18.06285334,18.71799839,19.17447582,,"BMI"
"F",2,29.5,-1.443689692,16.06428762,0.081487717,,,,,13.98722569,14.21174909,14.57530775,,15.23671134,16.06428762,17.01107457,17.57829774,17.98961595,18.64471845,19.10255392,,"BMI"
"F",2,30.5,-1.53454192,16.00593001,0.080932448,,,,,13.95950246,14.17991775,14.53720437,,15.18848189,16.00593001,16.94495296,17.50964839,17.92019231,18.5759903,19.03577948,,"BMI"
"F",2,31.5,-1.626928093,15.94966631,0.080426175,,,,,13.93221207,14.14871111,14.50002752,,15.14170598,15.94966631,16.88168308,17.44434994,17.85451773,18.51173402,18.97406651,,"BMI"
"F",2,32.5,-1.720434829,15.89548197,0.079968176,,,,,13.90535562,14.11813062,14.46377827,,15.09638064,15.89548197,16.82122877,17.38235043,17.79252859,18.45186978,18.91732801,,"BMI"
"F",2,33.5,-1.814635262,15.84336179,0.079557735,,,,,13.87893492,14.08817793,14.42845728,,15.05250203,15.84336179,16.763554,17.32359846,17.73416201,18.39631848,18.86547771,,"BMI"
"F",2,34.5,-1.909076262,15.79329146,0.079194187,,,,,13.852951,14.0588539,14.39406456,,15.01006617,15.79329146,16.70862449,17.26804436,17.67935646,18.34500099,18.81842784,,"BMI"
"F",2,35.5,-2.003296102,15.7452564,0.078876895,,,,,13.82740517,14.03015932,14.36059959,,14.96906838,15.7452564,16.65640663,17.21563951,17.62805146,18.29783876,18.7760905,,"BMI"
"F",3,36.5,-2.096828937,15.69924188,0.078605255,,,,,13.80229888,14.00209476,14.32806133,,14.92950329,15.69924188,16.60686761,17.16633643,17.5801877,18.25475381,18.73837743,,"BMI"
"F",3,37.5,-2.189211877,15.65523282,0.078378696,,,,,13.77763382,13.97466073,14.29644823,,14.89136478,15.65523282,16.55997523,17.12008872,17.53570705,18.21566879,18.70520011,,"BMI"
"F",3,38.5,-2.279991982,15.61321371,0.078196674,,,,,13.75341201,13.94785767,14.26575827,,14.85464591,15.61321371,16.51569783,17.07685104,17.49455256,18.18050711,18.67646985,,"BMI"
"F",3,39.5,-2.368732949,15.57316843,0.078058667,,,,,13.72963586,13.92168608,14.23598902,,14.81933896,15.57316843,16.4740041,17.03657894,17.45666842,18.14919304,18.65209796,,"BMI"
"F",3,40.5,-2.455021314,15.53508019,0.077964169,,,,,13.70630824,13.89614655,14.20713766,,14.78543535,15.53508019,16.43486298,16.99922885,17.42199993,18.12165176,18.63199585,,"BMI"
"F",3,41.5,-2.538471972,15.49893145,0.077912684,,,,,13.68343254,13.87123981,14.17920105,,14.75292568,15.49893145,16.39824347,16.96475788,17.39049347,18.09780945,18.61607518,,"BMI"
"F",3,42.5,-2.618732901,15.46470384,0.077903716,,,,,13.66101266,13.84696678,14.15217581,,14.72179977,15.46470384,16.36411453,16.93312378,17.36209639,18.07759336,18.60424802,,"BMI"
"F",3,43.5,-2.695488973,15.43237817,0.077936763,,,,,13.63905306,13.82332865,14.12605833,,14.69204668,15.43237817,16.33244497,16.90428477,17.33675699,18.06093184,18.59642696,,"BMI"
"F",3,44.5,-2.768464816,15.40193436,0.078011309,,,,,13.61755872,13.80032682,14.10084485,,14.6636548,15.40193436,16.30320336,16.87819947,17.31442438,18.04775438,18.59252526,,"BMI"
"F",3,45.5,-2.837426693,15.37335154,0.078126817,,,,,13.59653518,13.77796299,14.07653151,,14.63661186,15.37335154,16.27635793,16.85482681,17.29504843,18.03799161,18.59245694,,"BMI"
"F",3,46.5,-2.902178205,15.34660842,0.078282739,,,,,13.57598804,13.75623885,14.05311425,,14.61090523,15.34660842,16.25187703,16.83412628,17.27857995,18.03157513,18.59613624,,"BMI"
"F",3,47.5,-2.962580386,15.32168181,0.078478449,,,,,13.55592455,13.73515717,14.03058936,,14.58652134,15.32168181,16.22972719,16.81605638,17.2649696,18.02843822,18.6034803,,"BMI"
"F",4,48.5,-3.018521987,15.29854897,0.078713325,,,,,13.53635124,13.71472021,14.00895279,,14.56344665,15.29854897,16.20987583,16.80057671,17.25416922,18.02851473,18.61440545,,"BMI"
"F",4,49.5,-3.069936555,15.27718618,0.078986694,,,,,13.51727537,13.6949307,13.98820066,,14.54166718,15.27718618,16.19228952,16.78764654,17.24613088,18.03173977,18.62882971,,"BMI"
"F",4,50.5,-3.116795864,15.2575692,0.079297841,,,,,13.49870449,13.67579162,13.96832912,,14.52116867,15.2575692,16.17693441,16.77722512,17.24080701,18.03804946,18.64667225,,"BMI"
"F",4,51.5,-3.159107331,15.23967338,0.079646006,,,,,13.48064637,13.65730608,13.94933441,,14.50193674,15.23967338,16.16377626,16.76927159,17.23815034,18.04738091,18.66785338,,"BMI"
"F",4,52.5,-3.196911083,15.22347371,0.080030389,,,,,13.46310899,13.63947739,13.93121283,,14.48395686,15.22347371,16.15278049,16.76374505,17.23811389,18.05967216,18.6922946,,"BMI"
"F",4,53.5,-3.230276759,15.20894491,0.080450145,,,,,13.44610041,13.62230894,13.91396079,,14.46721445,15.20894491,16.14391221,16.76060449,17.24065086,18.0748621,18.71991859,,"BMI"
"F",4,54.5,-3.259300182,15.19606152,0.080904391,,,,,13.42962877,13.60580421,13.89757474,,14.45169495,15.19606152,16.13713628,16.75980884,17.24571467,18.09289045,18.75064919,,"BMI"
"F",4,55.5,-3.284099963,15.18479799,0.081392203,,,,,13.41370222,13.58996673,13.88205123,,14.4373838,15.18479799,16.13241736,16.76131695,17.25325891,18.11369768,18.78441142,,"BMI"
"F",4,56.5,-3.30481415,15.17512871,0.081912623,,,,,13.39832882,13.57480002,13.8673869,,14.42426656,15.17512871,16.12971996,16.76508763,17.2632373,18.13722499,18.82113141,,"BMI"
"F",4,57.5,-3.321596954,15.16702811,0.082464661,,,,,13.38351658,13.56030761,13.8535784,,14.41232886,15.16702811,16.12900854,16.77107966,17.27560372,18.16341422,18.86073644,,"BMI"
"F",4,58.5,-3.334615646,15.16047068,0.083047295,,,,,13.36927334,13.54649295,13.84062247,,14.40155647,15.16047068,16.13024748,16.77925184,17.29031217,18.19220786,18.90315485,,"BMI"
"F",4,59.5,-3.344047622,15.15543107,0.083659478,,,,,13.35560679,13.53335941,13.82851587,,14.39193532,15.15543107,16.13340121,16.78956298,17.30731682,18.22354893,18.94831604,,"BMI"
"F",5,60.5,-3.35007771,15.15188405,0.084300139,,,,,13.34252439,13.52091027,13.81725538,,14.38345148,15.15188405,16.13843423,16.80197195,17.32657196,18.25738105,18.99615046,,"BMI"
"F",5,61.5,-3.352893805,15.14980479,0.0849682,,,,,13.33003322,13.50914853,13.80683773,,14.37609125,15.14980479,16.14531133,16.81643792,17.34803218,18.29364826,19.04658918,,"BMI"
"F",5,62.5,-3.352691376,15.14916825,0.085662539,,,,,13.31814053,13.4980774,13.79725982,,14.36984096,15.14916825,16.15399692,16.83291965,17.37165187,18.33229525,19.09956514,,"BMI"
"F",5,63.5,-3.34966438,15.14994984,0.086382035,,,,,13.3068531,13.48769977,13.78851848,,14.3646872,15.14994984,16.16445581,16.85137625,17.39738575,18.37326713,19.15501183,,"BMI"
"F",5,64.5,-3.343998803,15.15212585,0.087125591,,,,,13.29617673,13.47801782,13.78061022,,14.3606169,15.15212585,16.17665394,16.87176785,17.42518932,18.41650918,19.21286229,,"BMI"
"F",5,65.5,-3.335889574,15.15567186,0.087892047,,,,,13.28611805,13.4690344,13.77353197,,14.35761687,15.15567186,16.19055603,16.89405345,17.45501735,18.46196754,19.27305261,,"BMI"
"F",5,66.5,-3.325522491,15.16056419,0.088680264,,,,,13.27668282,13.46075175,13.76728041,,14.35567422,15.16056419,16.20612774,16.91819285,17.48682523,18.50958858,19.33551875,,"BMI"
"F",5,67.5,-3.31307846,15.16677947,0.089489106,,,,,13.26787651,13.45317191,13.76185216,,14.35477623,15.16677947,16.22333502,16.94414613,17.52056863,18.55931907,19.40019747,,"BMI"
